store_id,category,promo_lift
S013,fresh,0.423496001921823
S013,household,0.41592522581876623
S013,personal_care,0.4939622941691193
S013,ready_to_eat,0.5220443854271144
S013,snacks,0.4682336034799721
S014,beverages,0.4226891697742017
S014,fresh,0.4648175799780645
S014,household,0.5105974006135672
S014,personal_care,0.47527216994099053
S014,ready_to_eat,0.43161355035203264
S014,snacks,0.4753689119776996
S015,beverages,0.5075579158608357
S015,fresh,0.6708403495733812
S015,household,0.615398038443641
S015,personal_care,0.6444292556044446
S015,ready_to_eat,0.46705437245977777
S015,snacks,0.45051900687333424
S016,beverages,0.4265852974186306
S016,fresh,0.4872695346795435
S016,household,0.4266026583063911
S016,personal_care,0.5301369509710365
S016,ready_to_eat,0.4158504666189695
S016,snacks,0.4675352176164609
S017,beverages,0.5138434437280526
S017,fresh,0.5720922734200962
S017,household,0.5833373464965086
S017,personal_care,0.5937108267112372
S017,ready_to_eat,0.48942952715658805
S017,snacks,0.5186660740281612
S018,beverages,0.4298452801146466
S018,fresh,0.5076298938992989
S018,household,0.6425579896907214
S018,personal_care,0.5368808184793312
S018,ready_to_eat,0.5230062504706681
S018,snacks,0.49499027415862296
S019,beverages,0.4858894697944325
S019,fresh,0.4547713226554184
S019,household,0.524596562081078
S019,personal_care,0.5780725684850916
S019,ready_to_eat,0.4994335572893458
S019,snacks,0.5478764657921078
S020,beverages,0.44403527510960794
S020,fresh,0.5097849934181657
S020,household,0.5548634182355112
S020,personal_care,0.5220925711804416
S020,ready_to_eat,0.4577534001345178
S020,snacks,0.48930200916605315
S021,beverages,0.4075453914960967
S021,fresh,0.5530283415323947
S021,household,0.6736843194613094
S021,personal_care,0.5391523840588304
S021,ready_to_eat,0.4802806562388444
S021,snacks,0.4682466209961118
S022,beverages,0.4688315822986311
S022,fresh,0.5204913227016885
S022,household,0.4910458284371326
S022,personal_care,0.5602630513099274
S022,ready_to_eat,0.4597466764367215
S022,snacks,0.5582516946561247
S023,beverages,0.4787766003273888
S023,fresh,0.5270343805323898
S023,household,0.49000670144171576
S023,personal_care,0.6047496725243695
S023,ready_to_eat,0.48740785646568674
S023,snacks,0.47874972926142534
S024,beverages,0.502742778119238
S024,fresh,0.4628846484442153
S024,household,0.5134395978827233
S024,personal_care,0.5274810300531756
S024,ready_to_eat,0.4421073717948718
S024,snacks,0.45568284893047584
S025,beverages,0.44445819223756167
S025,fresh,0.5374171866365924
S025,household,0.5149843912591052
S025,personal_care,0.5103157385788899
S025,ready_to_eat,0.45173299947285184
S025,snacks,0.49114368752195725
S026,beverages,0.44404828625145587
S026,fresh,0.4560814591026072
S026,household,0.44499999999999984
S026,personal_care,0.568509275826349
S026,ready_to_eat,0.44513225055555283
S026,snacks,0.4656768831081337
S027,beverages,0.5440265579694921
S027,fresh,0.5103329592218482
S027,household,0.6134585016952303
S027,personal_care,0.5055390281909617
S027,ready_to_eat,0.4914600019299431
S027,snacks,0.4549529556564962
S028,beverages,0.4882490712324341
S028,fresh,0.50076486013986
S028,household,0.5616438356164384
S028,personal_care,0.6076175869120655
S028,ready_to_eat,0.5213670660664886
S028,snacks,0.5112548190523567
S029,beverages,0.4059440897934543
S029,fresh,0.42511443770877166
S029,household,0.49967692569290945
S029,personal_care,0.5170613462614209
S029,ready_to_eat,0.43893286978861257
S029,snacks,0.5302235794422077
S030,beverages,0.4449918101950663
S030,fresh,0.49087071624166434
S030,household,0.5438301992367516
S030,personal_care,0.5103162360200539
S030,ready_to_eat,0.4335156649755201
S030,snacks,0.40491298432973033
S031,beverages,0.5282691065785037
S031,fresh,0.47146287403029175
S031,household,0.6816661798329993
S031,personal_care,0.5291973463585331
S031,ready_to_eat,0.4744645123214768
S031,snacks,0.5014776355165724
S032,beverages,0.4828173654597272
S032,fresh,0.6437118684059728
S032,household,0.6250176279791284
S032,personal_care,0.6558799361979797
S032,ready_to_eat,0.48161781675513526
S032,snacks,0.5142708019474478
S033,beverages,0.5063899163523835
S033,fresh,0.5081814656843737
S033,household,0.5734452544344977
S033,personal_care,0.6582197763801538
S033,ready_to_eat,0.49140976236351963
S033,snacks,0.4738543951812093
S034,beverages,0.4818277436019065
S034,fresh,0.47659289853586606
S034,household,0.41622164721427013
S034,personal_care,0.5621864238032284
S034,ready_to_eat,0.48129122643161515
S034,snacks,0.4923673178834136
S035,beverages,0.4258869888694474
S035,fresh,0.4728872681147931
S035,household,0.5141424272818458
S035,personal_care,0.6282117600838135
S035,ready_to_eat,0.38237823782378233
S035,snacks,0.4385302941267437
S036,beverages,0.39569114569114583
S036,fresh,0.5273797133936433
S036,household,0.527449178821638
S036,personal_care,0.6042664004426377
S036,ready_to_eat,0.44324606541801126
S036,snacks,0.4040609854165309
S037,beverages,0.4703129610188217
S037,fresh,0.633218451749735
S037,household,0.6014351435143517
S037,personal_care,0.541279799247177
S037,ready_to_eat,0.4631918997672413
S037,snacks,0.4619581006488267
S038,beverages,0.4814312362218076
S038,fresh,0.4812177031501803
S038,household,0.5330709456050056
S038,personal_care,0.3810657502484267
S038,ready_to_eat,0.43386648972788855
S038,snacks,0.47814489034458285
S039,beverages,0.4307092112453701
S039,fresh,0.511000215317974
S039,household,0.5362216244277691
S039,personal_care,0.6452229299363057
S039,ready_to_eat,0.5338714928500472
S039,snacks,0.43940967772396755
S040,beverages,0.49018658124972236
S040,fresh,0.509880263908121
S040,household,0.7434395765288884
S040,personal_care,0.5747941120787581
S040,ready_to_eat,0.4114527280084721
S040,snacks,0.4632784131902965
S041,beverages,0.5075335664050278
S041,fresh,0.6183459963549431
S041,household,0.6027695191458255
S041,personal_care,0.5457619784112127
S041,ready_to_eat,0.4504830191581004
S041,snacks,0.44035404288791513
S042,beverages,0.5059181624601139
S042,fresh,0.47445108979247785
S042,household,0.5575989560678554
S042,personal_care,0.5197209424146101
S042,ready_to_eat,0.3864239219131853
S042,snacks,0.44709167756868284
S043,beverages,0.35794143593919636
S043,fresh,0.4989668161161436
S043,household,0.5583218072844629
S043,personal_care,0.5590785386162982
S043,ready_to_eat,0.467269871313853
S043,snacks,0.4414115189332046
S044,beverages,0.4763792319189031
S044,fresh,0.4699528207370165
S044,household,0.5518771772775806
S044,personal_care,0.6289519788299285
S044,ready_to_eat,0.5061437486696341
S044,snacks,0.4374131489386488
S045,beverages,0.4359716126752706
S045,fresh,0.4487992279878823
S045,household,0.45587811208305307
S045,personal_care,0.4142041022346623
S045,ready_to_eat,0.4705230611303173
S045,snacks,0.4076974590621949
S046,beverages,0.4835622587305861
S046,fresh,0.5087466709326129
S046,household,0.5738790396504985
S046,personal_care,0.5701444076980875
S046,ready_to_eat,0.4108087766964752
S046,snacks,0.441715795954984
S047,beverages,0.44114148668653397
S047,fresh,0.5642873154641816
S047,household,0.5087927896189304
S047,personal_care,0.6628991292393986
S047,ready_to_eat,0.4396154622363704
S047,snacks,0.5028385481852318
S048,beverages,0.48424916560735665
S048,fresh,0.4707001625750431
S048,household,0.5563696903570485
S048,personal_care,0.47979599843075715
S048,ready_to_eat,0.4661990828659335
S048,snacks,0.4890946288012761
