date,city,rain_level,temperature_bin,traffic_index,event_flag
2024-03-19,Shenzhen,0.6672,hot,1.0537,0
2024-03-20,Shenzhen,0.7077,hot,1.0564,0
2024-03-21,Shenzhen,0.5889,hot,1.1739,0
2024-03-22,Shenzhen,0.5958,hot,1.0932,0
2024-03-23,Shenzhen,0.4305,hot,0.9672,0
2024-03-24,Shenzhen,0.6725,hot,0.9766,0
2024-03-25,Shenzhen,0.5022,hot,1.0882,0
2024-03-26,Shenzhen,0.2155,hot,1.0566,0
2024-03-27,Shenzhen,0.782,hot,1.1058,0
2024-03-28,Shenzhen,0.0,hot,1.0483,0
2024-03-29,Shenzhen,0.4186,hot,1.0886,0
2024-03-30,Shenzhen,0.5287,hot,0.9466,0
2024-03-31,Shenzhen,0.6225,hot,0.9225,0
2024-04-01,Shenzhen,0.3189,hot,1.0345,0
2024-04-02,Shenzhen,0.7376,hot,1.0523,0
2024-04-03,Shenzhen,0.5228,hot,1.1326,0
2024-04-04,Shenzhen,0.387,hot,1.1881,0
2024-04-05,Shenzhen,0.3622,hot,1.2159,0
2024-04-06,Shenzhen,0.147,hot,0.917,0
2024-04-07,Shenzhen,0.3964,hot,0.9436,0
2024-04-08,Shenzhen,0.5607,hot,1.0965,0
2024-04-09,Shenzhen,0.4783,hot,1.1514,0
2024-04-10,Shenzhen,0.2808,hot,1.0287,0
2024-04-11,Shenzhen,0.3155,hot,1.0344,0
2024-04-12,Shenzhen,0.4088,hot,1.0394,0
2024-04-13,Shenzhen,0.3624,hot,0.9239,0
2024-04-14,Shenzhen,0.1221,hot,0.9473,0
2024-04-15,Shenzhen,0.4086,hot,1.0118,0
2024-04-16,Shenzhen,0.3206,hot,1.0845,0
2024-04-17,Shenzhen,0.3049,hot,1.0271,0
2024-04-18,Shenzhen,0.1378,hot,1.0365,0
2024-04-19,Shenzhen,0.1214,hot,1.08,0
2024-04-20,Shenzhen,0.257,hot,0.8839,0
2024-04-21,Shenzhen,0.2315,hot,0.9825,0
2024-04-22,Shenzhen,0.4099,hot,1.0469,0
2024-04-23,Shenzhen,0.1946,hot,1.0916,0
2024-04-24,Shenzhen,0.0,hot,1.0915,0
2024-04-25,Shenzhen,0.0371,hot,1.0879,0
2024-04-26,Shenzhen,0.414,hot,1.0797,0
2024-04-27,Shenzhen,0.1985,hot,0.9513,0
2024-04-28,Shenzhen,0.3549,hot,0.9287,0
2024-04-29,Shenzhen,0.0752,hot,0.9735,0
2024-04-30,Shenzhen,0.182,hot,0.9925,0
2024-05-01,Shenzhen,0.2133,hot,1.1255,0
2024-05-02,Shenzhen,0.0,hot,1.198,0
2024-05-03,Shenzhen,0.1721,hot,1.1643,0
2024-05-04,Shenzhen,0.0,hot,0.8808,0
2024-05-05,Shenzhen,0.551,hot,0.943,0
2024-05-06,Shenzhen,0.3171,hot,1.0828,0
2024-05-07,Shenzhen,0.4226,hot,1.057,0
2024-05-08,Shenzhen,0.035,mild,1.0563,0
2024-05-09,Shenzhen,0.0,mild,1.0893,0
2024-05-10,Shenzhen,0.3252,mild,1.0809,0
2024-05-11,Shenzhen,0.3278,mild,0.964,0
2024-05-12,Shenzhen,0.2464,mild,0.9655,0
2024-05-13,Shenzhen,0.2769,mild,1.1201,0
2024-05-14,Shenzhen,0.0679,mild,1.0526,0
2024-05-15,Shenzhen,0.4215,mild,1.0516,0
2024-05-16,Shenzhen,0.1014,mild,1.1081,0
2024-05-17,Shenzhen,0.0,mild,0.9772,0
2024-05-18,Shenzhen,0.0976,mild,0.9945,0
2024-05-19,Shenzhen,0.1177,mild,0.992,0
2024-05-20,Shenzhen,0.2228,mild,1.0611,1
2024-05-21,Shenzhen,0.243,mild,1.0286,1
2024-05-22,Shenzhen,0.0733,mild,1.0214,0
2024-05-23,Shenzhen,0.0427,mild,1.0291,0
2024-05-24,Shenzhen,0.0,mild,1.0101,0
2024-05-25,Shenzhen,0.1464,mild,0.9807,0
2024-05-26,Shenzhen,0.1711,mild,0.9523,0
2024-05-27,Shenzhen,0.1357,mild,1.0763,0
2024-05-28,Shenzhen,0.0,mild,0.9801,0
2024-05-29,Shenzhen,0.0,mild,0.9956,1
2024-05-30,Shenzhen,0.2393,mild,1.1419,0
2024-05-31,Shenzhen,0.0,mild,1.0705,0
2024-06-01,Shenzhen,0.4319,mild,1.0214,0
2024-06-02,Shenzhen,0.2129,mild,0.9756,0
2024-06-03,Shenzhen,0.1694,mild,1.0996,1
2024-06-04,Shenzhen,0.0,mild,1.0733,0
2024-06-05,Shenzhen,0.3501,mild,1.1392,0
2024-06-06,Shenzhen,0.2869,mild,1.0705,0
2024-06-07,Shenzhen,0.1118,mild,1.0724,1
2024-06-08,Shenzhen,0.0227,mild,1.0219,0
2024-06-09,Shenzhen,0.0786,mild,0.9518,0
2024-06-10,Shenzhen,0.0036,mild,1.1402,0
2024-06-11,Shenzhen,0.0983,mild,0.9985,1
2024-06-12,Shenzhen,0.2044,mild,1.1124,0
2024-06-13,Shenzhen,0.0,mild,1.0267,0
2024-06-14,Shenzhen,0.2518,mild,1.114,0
2024-06-15,Shenzhen,0.0,mild,0.9587,1
2024-06-16,Shenzhen,0.0,mild,0.9601,0
2024-06-17,Shenzhen,0.0695,mild,1.0539,0
2024-06-18,Shenzhen,0.0,mild,1.0508,0
2024-06-19,Shenzhen,0.067,mild,1.0235,0
2024-06-20,Shenzhen,0.0134,mild,1.0712,0
2024-06-21,Shenzhen,0.0,mild,1.0858,0
2024-06-22,Shenzhen,0.0,mild,0.9199,0
2024-06-23,Shenzhen,0.2611,mild,1.0235,1
2024-06-24,Shenzhen,0.346,mild,1.0714,0
2024-06-25,Shenzhen,0.0258,mild,1.0846,0
2024-06-26,Shenzhen,0.0,mild,1.1088,0
2024-06-27,Shenzhen,0.1645,mild,1.0712,0
2024-06-28,Shenzhen,0.061,mild,1.087,0
2024-06-29,Shenzhen,0.0,mild,0.8923,0
2024-06-30,Shenzhen,0.0,mild,0.9832,0
2024-07-01,Shenzhen,0.0,mild,1.0681,0
2024-07-02,Shenzhen,0.1305,mild,1.0725,0
2024-07-03,Shenzhen,0.0,mild,1.0612,0
2024-07-04,Shenzhen,0.0415,mild,1.1079,0
2024-07-05,Shenzhen,0.0,mild,1.0816,0
2024-07-06,Shenzhen,0.0,mild,0.8818,0
2024-07-07,Shenzhen,0.0,mild,0.9515,0
2024-07-08,Shenzhen,0.0,mild,1.0355,0
2024-07-09,Shenzhen,0.0755,mild,1.0741,0
2024-07-10,Shenzhen,0.0,mild,1.1524,0
2024-07-11,Shenzhen,0.0207,mild,1.027,0
2024-07-12,Shenzhen,0.1098,mild,1.0451,0
2024-07-13,Shenzhen,0.2701,mild,0.9712,0
2024-07-14,Shenzhen,0.0,mild,0.9153,0
2024-07-15,Shenzhen,0.0,mild,1.1453,0
2024-07-16,Shenzhen,0.0,mild,1.073,0
2024-07-17,Shenzhen,0.2298,mild,1.1359,0
2024-07-18,Shenzhen,0.0,mild,1.0665,0
2024-07-19,Shenzhen,0.0632,mild,1.1055,0
2024-07-20,Shenzhen,0.08,mild,0.9358,0
2024-07-21,Shenzhen,0.0997,mild,0.8041,0
2024-07-22,Shenzhen,0.1198,mild,1.0235,0
2024-07-23,Shenzhen,0.0,mild,1.1597,0
2024-07-24,Shenzhen,0.3314,mild,1.0752,0
2024-07-25,Shenzhen,0.0374,mild,1.0154,0
2024-07-26,Shenzhen,0.2138,mild,1.0714,0
2024-07-27,Shenzhen,0.0913,mild,0.9747,0
2024-07-28,Shenzhen,0.2538,mild,0.9335,0
2024-07-29,Shenzhen,0.1424,mild,1.0088,0
2024-07-30,Shenzhen,0.1305,mild,1.0953,0
2024-07-31,Shenzhen,0.0129,mild,1.0507,0
2024-08-01,Shenzhen,0.3947,mild,1.1226,0
2024-08-02,Shenzhen,0.2143,mild,1.0748,0
2024-08-03,Shenzhen,0.0702,mild,0.9208,0
2024-08-04,Shenzhen,0.0862,mild,0.9636,0
2024-08-05,Shenzhen,0.2266,mild,1.0852,0
2024-08-06,Shenzhen,0.0054,mild,1.0038,0
2024-08-07,Shenzhen,0.11,cold,1.059,0
2024-08-08,Shenzhen,0.167,cold,1.0826,0
2024-08-09,Shenzhen,0.0,cold,1.0554,0
2024-08-10,Shenzhen,0.1158,cold,0.9918,0
2024-08-11,Shenzhen,0.0322,cold,0.9694,0
2024-08-12,Shenzhen,0.3055,cold,1.0477,0
2024-08-13,Shenzhen,0.0,cold,1.109,0
2024-08-14,Shenzhen,0.0024,cold,1.0356,0
2024-08-15,Shenzhen,0.0,cold,1.0875,0
2024-08-16,Shenzhen,0.1715,cold,1.1678,0
2024-08-17,Shenzhen,0.185,cold,0.9664,0
2024-08-18,Shenzhen,0.1367,cold,1.0082,0
2024-08-19,Shenzhen,0.0548,cold,1.0676,0
2024-08-20,Shenzhen,0.4374,cold,1.0669,0
2024-08-21,Shenzhen,0.1427,cold,1.0063,0
2024-08-22,Shenzhen,0.4281,cold,1.1824,0
2024-08-23,Shenzhen,0.2413,cold,1.064,0
2024-08-24,Shenzhen,0.2242,cold,0.9337,0
2024-08-25,Shenzhen,0.3289,cold,0.9389,0
2024-08-26,Shenzhen,0.3615,cold,1.0772,0
2024-08-27,Shenzhen,0.2135,cold,1.1332,0
2024-08-28,Shenzhen,0.4564,cold,1.1152,0
2024-08-29,Shenzhen,0.3337,cold,1.0261,0
2024-08-30,Shenzhen,0.1045,cold,1.1221,0
2024-08-31,Shenzhen,0.2061,cold,0.9039,0
2024-09-01,Shenzhen,0.2767,cold,0.9953,0
2024-09-02,Shenzhen,0.0922,cold,1.088,1
2024-09-03,Shenzhen,0.1428,cold,1.0606,0
2024-09-04,Shenzhen,0.6044,cold,1.0661,0
2024-09-05,Shenzhen,0.1324,cold,1.0595,0
2024-09-06,Shenzhen,0.2715,cold,1.1215,0
2024-09-07,Shenzhen,0.2932,cold,0.9502,0
2024-09-08,Shenzhen,0.0,cold,0.9283,0
2024-09-09,Shenzhen,0.4103,cold,1.0546,0
2024-09-10,Shenzhen,0.3664,cold,1.1085,0
2024-09-11,Shenzhen,0.467,cold,1.0744,0
2024-09-12,Shenzhen,0.0,cold,1.0133,0
2024-09-13,Shenzhen,0.312,cold,1.0097,0
2024-09-14,Shenzhen,0.8084,cold,1.0221,1
2024-09-15,Shenzhen,0.309,cold,1.004,0
2024-09-16,Shenzhen,0.2031,cold,1.1666,0
2024-09-17,Shenzhen,0.4179,cold,1.1846,0
2024-09-18,Shenzhen,0.5534,cold,1.038,1
2024-09-19,Shenzhen,0.1603,cold,1.0574,0
2024-09-20,Shenzhen,0.3911,cold,1.1313,0
2024-09-21,Shenzhen,0.56,cold,1.0274,0
2024-09-22,Shenzhen,0.2667,cold,1.0094,0
2024-09-23,Shenzhen,0.3545,cold,1.0868,0
2024-09-24,Shenzhen,0.3292,cold,1.0415,0
2024-09-25,Shenzhen,0.5127,cold,1.1055,0
2024-09-26,Shenzhen,0.3393,cold,0.9639,0
2024-09-27,Shenzhen,0.0714,cold,1.0222,0
2024-09-28,Shenzhen,0.7172,cold,0.9664,0
2024-09-29,Shenzhen,0.5879,cold,0.9791,0
2024-09-30,Shenzhen,0.6041,cold,1.048,0
2024-10-01,Shenzhen,0.5263,cold,1.1831,0
2024-10-02,Shenzhen,0.6221,cold,1.1947,0
2024-10-03,Shenzhen,0.3477,cold,1.2373,0
2024-10-04,Shenzhen,0.5488,cold,1.1535,0
2024-10-05,Shenzhen,0.2644,cold,1.0887,0
2024-10-06,Shenzhen,0.608,cold,1.021,0
2024-10-07,Shenzhen,0.5553,cold,1.2396,0
2024-10-08,Shenzhen,0.5883,cold,1.1018,0
2024-10-09,Shenzhen,0.5585,cold,1.0366,0
2024-10-10,Shenzhen,0.6946,cold,1.1315,0
2024-10-11,Shenzhen,0.6634,cold,1.0451,1
2024-10-12,Shenzhen,0.4967,cold,1.0148,1
2024-10-13,Shenzhen,0.8279,cold,0.8632,0
2024-10-14,Shenzhen,0.6323,cold,1.08,0
2024-10-15,Shenzhen,0.9904,cold,1.103,0
2024-10-16,Shenzhen,0.567,cold,0.9848,0
2024-10-17,Shenzhen,0.3627,cold,1.0435,0
2024-10-18,Shenzhen,0.6641,cold,0.9866,0
2024-10-19,Shenzhen,0.6175,cold,0.8508,0
2024-10-20,Shenzhen,0.1707,cold,0.9361,0
2024-10-21,Shenzhen,0.5573,cold,1.0862,0
2024-10-22,Shenzhen,0.6503,cold,1.085,0
2024-10-23,Shenzhen,0.5579,cold,1.0476,0
2024-10-24,Shenzhen,0.7439,cold,1.1087,0
2024-10-25,Shenzhen,0.6883,cold,1.0997,0
2024-10-26,Shenzhen,0.8761,cold,0.9608,0
2024-10-27,Shenzhen,0.8104,cold,0.9763,0
2024-10-28,Shenzhen,0.5901,cold,1.0871,0
2024-10-29,Shenzhen,0.5554,cold,1.1624,0
2024-10-30,Shenzhen,0.9136,cold,1.0656,0
2024-10-31,Shenzhen,0.5236,cold,1.0841,0
2024-11-01,Shenzhen,0.6958,cold,1.0497,0
2024-11-02,Shenzhen,0.7028,cold,0.9867,0
2024-11-03,Shenzhen,0.7097,cold,0.9651,0
2024-11-04,Shenzhen,1.0,cold,1.1084,0
2024-11-05,Shenzhen,0.865,cold,1.0058,0
2024-11-06,Shenzhen,0.8992,cold,1.0771,0
2024-11-07,Shenzhen,1.0,cold,0.9553,0
2024-11-08,Shenzhen,0.4973,cold,1.0738,0
2024-11-09,Shenzhen,0.8799,cold,0.9134,0
2024-11-10,Shenzhen,0.7283,cold,0.9685,0
2024-11-11,Shenzhen,0.9409,cold,1.0627,0
2024-11-12,Shenzhen,1.0,cold,1.057,0
2024-11-13,Shenzhen,0.7406,cold,1.0978,0
2024-11-14,Shenzhen,0.8497,cold,1.0905,0
2024-11-15,Shenzhen,0.5751,cold,1.1204,0
2024-11-16,Shenzhen,1.0,cold,0.9898,0
2024-11-17,Shenzhen,0.8301,cold,0.9416,0
2024-11-18,Shenzhen,0.9075,cold,1.0335,0
2024-11-19,Shenzhen,0.9984,cold,1.0998,0
2024-11-20,Shenzhen,0.7298,cold,1.0046,0
2024-11-21,Shenzhen,0.8123,cold,0.9518,0
2024-11-22,Shenzhen,0.7772,cold,1.0844,0
2024-11-23,Shenzhen,0.876,mild,0.9616,0
2024-11-24,Shenzhen,0.8518,mild,0.9263,0
2024-11-25,Shenzhen,0.893,mild,1.0542,0
2024-11-26,Shenzhen,1.0,mild,1.0736,0
2024-11-27,Shenzhen,1.0,mild,1.041,0
2024-11-28,Shenzhen,1.0,mild,1.0716,0
2024-11-29,Shenzhen,0.6736,mild,0.9993,0
2024-11-30,Shenzhen,0.9324,mild,0.8596,0
2024-12-01,Shenzhen,1.0,mild,0.8917,0
2024-12-02,Shenzhen,1.0,mild,1.0925,0
2024-12-03,Shenzhen,1.0,mild,1.0376,0
2024-12-04,Shenzhen,1.0,mild,1.0771,0
2024-12-05,Shenzhen,0.8424,mild,1.0271,0
2024-12-06,Shenzhen,1.0,mild,1.024,0
2024-12-07,Shenzhen,0.8594,mild,0.925,0
2024-12-08,Shenzhen,0.9265,mild,0.9699,0
2024-12-09,Shenzhen,1.0,mild,1.0753,0
2024-12-10,Shenzhen,1.0,mild,0.9901,0
2024-12-11,Shenzhen,0.8448,mild,1.1225,0
2024-12-12,Shenzhen,0.7479,mild,0.96,0
2024-12-13,Shenzhen,0.9023,mild,1.1132,1
2024-12-14,Shenzhen,0.5969,mild,0.9747,0
2024-12-15,Shenzhen,1.0,mild,0.9034,0
2024-12-16,Shenzhen,1.0,mild,1.0025,0
2024-12-17,Shenzhen,0.9406,mild,1.1036,0
2024-12-18,Shenzhen,1.0,mild,1.0605,0
2024-12-19,Shenzhen,1.0,mild,1.0858,0
2024-12-20,Shenzhen,0.8879,mild,1.0554,0
2024-12-21,Shenzhen,0.8629,mild,0.9809,0
2024-12-22,Shenzhen,0.9247,mild,0.9556,0
2024-12-23,Shenzhen,0.8271,mild,1.0446,0
2024-12-24,Shenzhen,1.0,mild,1.0065,0
2024-12-25,Shenzhen,1.0,mild,1.0695,0
2024-12-26,Shenzhen,1.0,mild,1.1112,0
2024-12-27,Shenzhen,1.0,mild,1.0639,0
2024-12-28,Shenzhen,0.9782,mild,0.8852,0
2024-12-29,Shenzhen,0.8226,mild,0.9318,0
2024-12-30,Shenzhen,0.9687,mild,1.0408,0
2024-12-31,Shenzhen,1.0,mild,1.0795,0
2025-01-01,Shenzhen,0.99,mild,1.2153,0
2025-01-02,Shenzhen,0.9435,mild,1.1243,0
2025-01-03,Shenzhen,0.9602,mild,1.0546,0
2025-01-04,Shenzhen,0.9912,mild,0.9531,0
2025-01-05,Shenzhen,1.0,mild,0.8789,0
2025-01-06,Shenzhen,1.0,mild,1.0719,0
2025-01-07,Shenzhen,1.0,mild,1.1153,0
2025-01-08,Shenzhen,1.0,mild,1.1131,0
2025-01-09,Shenzhen,1.0,mild,1.0693,0
2025-01-10,Shenzhen,0.6749,mild,1.109,0
2025-01-11,Shenzhen,0.7263,mild,0.9701,0
2025-01-12,Shenzhen,1.0,mild,0.8903,0
2025-01-13,Shenzhen,1.0,mild,1.0629,0
2025-01-14,Shenzhen,1.0,mild,1.0915,0
2025-01-15,Shenzhen,0.7013,mild,1.0855,0
2025-01-16,Shenzhen,1.0,mild,1.1655,0
2025-01-17,Shenzhen,1.0,mild,1.1177,0
2025-01-18,Shenzhen,0.9765,mild,0.9613,0
2025-01-19,Shenzhen,0.6858,mild,0.9554,0
2025-01-20,Shenzhen,0.6799,mild,1.1095,0
2025-01-21,Shenzhen,0.9172,mild,1.01,0
2025-01-22,Shenzhen,1.0,mild,1.0444,0
2025-01-23,Shenzhen,1.0,mild,1.0643,0
2025-01-24,Shenzhen,0.6749,mild,1.0147,0
2025-01-25,Shenzhen,0.7296,mild,0.9664,0
2025-01-26,Shenzhen,0.638,mild,0.9581,0
2025-01-27,Shenzhen,0.9724,mild,0.977,0
2024-01-01,Guangzhou,0.907,mild,1.1804,0
2024-01-02,Guangzhou,0.9572,mild,1.0468,0
2024-01-03,Guangzhou,1.0,mild,1.0655,0
2024-01-04,Guangzhou,1.0,mild,1.0467,0
2024-01-05,Guangzhou,1.0,mild,1.0165,0
2024-01-06,Guangzhou,0.7261,mild,0.9235,0
2024-01-07,Guangzhou,1.0,mild,0.9539,0
2024-01-08,Guangzhou,0.8771,mild,1.0729,0
2024-01-09,Guangzhou,0.9531,mild,1.0688,0
2024-01-10,Guangzhou,0.7069,mild,1.0493,0
2024-01-11,Guangzhou,0.717,mild,1.0624,0
2024-01-12,Guangzhou,0.98,mild,1.0545,0
2024-01-13,Guangzhou,1.0,mild,0.8975,0
2024-01-14,Guangzhou,0.8135,mild,0.9269,0
2024-01-15,Guangzhou,0.8607,mild,1.1057,0
2024-01-16,Guangzhou,0.834,mild,1.0437,0
2024-01-17,Guangzhou,1.0,mild,1.0952,0
2024-01-18,Guangzhou,1.0,mild,1.0288,0
2024-01-19,Guangzhou,0.7213,mild,1.0389,0
2024-01-20,Guangzhou,0.7384,mild,0.9079,0
2024-01-21,Guangzhou,0.7052,mild,0.9837,0
2024-01-22,Guangzhou,1.0,mild,1.0519,0
2024-01-23,Guangzhou,0.6817,mild,1.1382,0
2024-01-24,Guangzhou,0.9634,mild,1.0161,0
2024-01-25,Guangzhou,0.7031,mild,1.1285,0
2024-01-26,Guangzhou,0.9171,mild,0.9725,0
2024-01-27,Guangzhou,1.0,mild,0.9985,0
2024-01-28,Guangzhou,0.6027,mild,0.9621,0
2024-01-29,Guangzhou,0.5853,mild,1.0697,0
2024-01-30,Guangzhou,0.8241,mild,0.9959,0
2024-01-31,Guangzhou,0.8137,mild,1.0641,0
2024-02-01,Guangzhou,0.7871,hot,1.0684,0
2024-02-02,Guangzhou,0.8061,hot,1.0536,0
2024-02-03,Guangzhou,0.5091,hot,0.9691,0
2024-02-04,Guangzhou,0.8559,hot,0.9884,0
2024-02-05,Guangzhou,0.4873,hot,1.081,0
2024-02-06,Guangzhou,0.8669,hot,1.0515,0
2024-02-07,Guangzhou,0.9977,hot,1.0894,0
2024-02-08,Guangzhou,0.4439,hot,1.1008,0
2024-02-09,Guangzhou,0.9327,hot,1.0348,0
2024-02-10,Guangzhou,0.9649,hot,1.1124,0
2024-02-11,Guangzhou,0.7624,hot,1.0799,0
2024-02-12,Guangzhou,0.5952,hot,1.1866,0
2024-02-13,Guangzhou,0.8051,hot,1.1788,0
2024-02-14,Guangzhou,1.0,hot,1.134,0
2024-02-15,Guangzhou,0.7771,hot,1.1052,0
2024-02-16,Guangzhou,0.532,hot,0.9885,0
2024-02-17,Guangzhou,0.5593,hot,0.9346,0
2024-02-18,Guangzhou,0.6377,hot,0.9593,0
2024-02-19,Guangzhou,0.8667,hot,1.089,0
2024-02-20,Guangzhou,0.7078,hot,1.1117,0
2024-02-21,Guangzhou,0.4791,hot,1.0962,0
2024-02-22,Guangzhou,0.9772,hot,1.111,0
2024-02-23,Guangzhou,0.7435,hot,1.0616,0
2024-02-24,Guangzhou,0.6406,hot,0.9594,0
2024-02-25,Guangzhou,0.5984,hot,0.9254,0
2024-02-26,Guangzhou,0.5,hot,0.9969,0
2024-02-27,Guangzhou,1.0,hot,1.127,0
2024-02-28,Guangzhou,0.8061,hot,1.1269,0
2024-02-29,Guangzhou,0.6858,hot,0.9897,0
2024-03-01,Guangzhou,0.4679,hot,1.078,0
2024-03-02,Guangzhou,0.7489,hot,0.991,0
2024-03-03,Guangzhou,0.4383,hot,0.8638,0
2024-03-04,Guangzhou,0.53,hot,1.008,0
2024-03-05,Guangzhou,0.5454,hot,1.027,0
2024-03-06,Guangzhou,0.8109,hot,1.0941,1
2024-03-07,Guangzhou,0.7211,hot,1.0236,1
2024-03-08,Guangzhou,0.6278,hot,1.0512,0
2024-03-09,Guangzhou,0.4523,hot,0.9704,0
2024-03-10,Guangzhou,0.0592,hot,0.9976,0
2024-03-11,Guangzhou,0.4649,hot,1.111,0
2024-03-12,Guangzhou,0.3034,hot,1.0263,0
2024-03-13,Guangzhou,0.2129,hot,1.1152,0
2024-03-14,Guangzhou,0.3356,hot,1.0467,0
2024-03-15,Guangzhou,0.6976,hot,1.0993,0
2024-03-16,Guangzhou,0.4604,hot,0.9155,0
2024-03-17,Guangzhou,0.2814,hot,1.0142,0
2024-03-18,Guangzhou,0.3067,hot,1.0429,0
2024-03-19,Guangzhou,0.2778,hot,1.0738,0
2024-03-20,Guangzhou,0.1062,hot,1.0548,0
2024-03-21,Guangzhou,0.3547,hot,1.0336,0
2024-03-22,Guangzhou,0.8416,hot,1.0723,0
2024-03-23,Guangzhou,0.1531,hot,0.9238,0
2024-03-24,Guangzhou,0.2798,hot,0.9863,0
2024-03-25,Guangzhou,0.4041,hot,1.0466,0
2024-03-26,Guangzhou,0.3318,hot,1.0592,0
2024-03-27,Guangzhou,0.3064,hot,1.0894,0
2024-03-28,Guangzhou,0.4141,hot,1.0528,0
2024-03-29,Guangzhou,0.3791,hot,1.0577,0
2024-03-30,Guangzhou,0.7184,hot,0.8964,0
2024-03-31,Guangzhou,0.0638,hot,0.9587,0
2024-04-01,Guangzhou,0.4841,hot,1.0768,0
2024-04-02,Guangzhou,0.3933,hot,1.0599,0
2024-04-03,Guangzhou,0.3272,hot,1.0779,0
